row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,307.112,11.79,,,,,,,,,,,,,,,,,260000,,510000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,338.045,11.79,,140000,230000,,,230000,180000,,170000,190000,,,,,,,,,,,,,160000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,298.025,11.79,,,130000,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,340.112,11.79,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,139.988,11.8,,,,,,,,,,,530000,,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,489.175,11.8,,,,,,,,,,,,,,,,,,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,280.058,11.8,,,,,,,,,,,380000,350000,110000,130000,,,260000,82000,170000,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,180.031,11.81,,,,,140000,120000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,249.123,11.82,,,,,,,,,,,,330000,,300000,,,130000,,,330000,210000,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,339.109,11.82,,,,,,,,,,,,,,280000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,343.086,11.83,,,,,,,,,,,,,,,,,,,,,200000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,192.066,11.83,,210000,180000,,,130000,,,,,390000,260000,,410000,140000,,170000,,140000,220000,270000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,114.038,11.83,,,,,240000,190000,570000,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,178.036,11.84,,,,,1500000,1400000,4100000,160000,610000,1300000,,240000,,,,,250000,520000,320000,330000,1100000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,558.107,11.86,,,,,,,,,,,740000,380000,,,,,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,510.102,11.87,,,,,,,,,,,,,,,,,87000,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,547.276,11.87,,,,,,,,,,,,,,,,,380000,180000,250000,350000,280000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,284.207,11.89,,240000,,630000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,410.09,11.89,,,,,,,,,,,380000,170000,97000,440000,,,520000,,300000,690000,550000,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,155.07,11.89,,,,,230000,,98000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,128.107,11.89,680000,1800000,570000,650000,320000,690000,570000,,270000,510000,370000,930000,,750000,,,450000,,,370000,530000,710000,1600000,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,495.134,11.89,,,,,,,,,,,140000,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,162.037,11.9,,,,,,,,,,,,,,110000,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,211.144,11.9,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,478.173,11.91,,,,,,,,,,,140000,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,559.104,11.91,,,,,,,,,,,,,,,,,210000,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,323.009,11.91,,,,,98000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,263.176,11.91,,,,,,,,,,,4100000,2300000,1000000,940000,1300000,480000,450000,230000,230000,190000,,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,183.066,11.91,2100000,1900000,1100000,510000,4800000,3100000,3000000,520000,2700000,2000000,830000,650000,200000,,390000,190000,1800000,1000000,1000000,960000,2200000,2200000,770000,820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,352.105,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,165.102,11.92,,,,,,,220000,,,250000,,530000,,350000,120000,,310000,160000,190000,580000,730000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,501.236,11.93,,,,,,,,,,,,,,100000,,,,,,,,100000,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,357.214,11.94,,120000,,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,303.134,11.95,290000,270000,500000,,310000,340000,180000,120000,310000,370000,,,,,,,120000,,,150000,160000,260000,420000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,570.123,11.95,,,,,,,,,,,560000,300000,140000,870000,250000,110000,820000,290000,460000,930000,2100000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,479.166,11.96,,,,,,,,,,,,,,270000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,572.123,11.96,,,,,,,,,,,,,,,,,,,,100000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,207.076,11.96,,,,,,,,,,,130000,,,90000,,,,,85000,93000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,556.106,11.88,,,,,,,,,,,6400000,3300000,1900000,6600000,2900000,1300000,7800000,3200000,5000000,10000000,7800000,8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,133.065,11.98,,170000,270000,,450000,390000,,150000,590000,190000,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,151.095,11.98,,,,,,,,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,357.076,11.98,,,,,,,,,,,,,,,82000,,150000,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,181.122,11.99,280000,730000,780000,370000,560000,430000,260000,,390000,360000,780000,670000,280000,780000,720000,350000,290000,160000,250000,340000,250000,560000,880000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,432.28,11.99,150000,250000,200000,110000,190000,250000,,,130000,110000,120000,140000,,,,,,,,110000,130000,,140000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,267.02,11.99,,,,,,240000,,,210000,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,209.081,11.99,,,,,640000,540000,330000,,360000,250000,,,,,,,,180000,140000,170000,380000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,105.07,12,,,,,430000,,,,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,344.116,12,,,,,250000,210000,,120000,430000,240000,,,,,,,,,,,,87000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,161.071,12.7,,,,,,,,,,,620000,370000,170000,270000,220000,,390000,,270000,,140000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,297.18,12,,,,,,,,,,,,,,,,,560000,,410000,730000,200000,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,524.16,12.02,,,,,,,,,,,,,,,,,,,85000,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,341.138,12.03,,170000,,,250000,190000,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,320.085,12.03,,,,,,,,,,,1500000,730000,480000,630000,260000,,890000,350000,1000000,590000,370000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,150.092,12.04,5000000,7500000,12000000,2300000,17000000,16000000,4100000,7400000,1000000,6500000,590000,180000,,160000,,300000,360000,480000,430000,990000,860000,710000,5500000,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,194.118,12.05,,,,,,,,,,,180000,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,302.197,12.08,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,366.099,12.09,,,,,220000,120000,,,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730,232.054,12.09,,,,,,,,,,,350000,280000,100000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,165.055,12.1,,140000,,,,,,,,,260000,340000,,200000,120000,,220000,,,250000,120000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733,318.133,12.1,,,,,,,,,,,170000,,,,,,420000,120000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,295.13,12.11,,,,,,,,,,,240000,1300000,,,,,,,,,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,531.247,12.12,,,,,,,,,,,,,,,,,250000,130000,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,451.13,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,239.049,12.13,,,,,,,,,,,,,,,,,230000,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,149.956,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,275.889,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,428.204,12.15,250000,,,,,,,,100000,,,,,,,,,,,,,,98000,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,283.081,12.15,,,,,,,,,,,,,,,,,200000,,,,190000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,237.077,12.15,,,,,,,,,,,,,,,,,130000,,,,100000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,504.224,11.99,,,,,,,,,,,,,,,,,340000,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,382,12.16,,,,,,,,,,,,,,,,,,74000,,,190000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,395.091,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,272.186,12.17,94000,330000,,300000,,120000,,,83000,,,,,,,,,,,,,,330000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,531.243,12.17,,,,,83000,,,,,130000,,,,310000,,,,,280000,400000,170000,200000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,558.103,11.89,,,,,,,,,,,,,,820000,,,,,,,900000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,207.138,12.17,,380000,420000,150000,1200000,800000,620000,,520000,190000,1100000,840000,190000,530000,270000,250000,710000,280000,580000,1000000,360000,1100000,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,347.124,12.19,,,,,,,,,,,,,,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,221.02,12.19,,,,,,,,,,,180000,,95000,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,436.124,12.21,81000,200000,110000,,,,,,,,1300000,800000,390000,760000,490000,120000,680000,270000,670000,380000,180000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,500.115,12.23,,,,,,,,,,,690000,330000,320000,550000,450000,,1100000,380000,500000,470000,240000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,289.079,12.22,,,,,,,,,,,,,,150000,,,170000,,150000,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,550.061,12.22,,,,,,,,,,,,,,,,,,,,300000,,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,321.109,12.35,,,,,,,,,,,2700000,510000,140000,400000,390000,,260000,140000,260000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,359.081,12.24,,,,,,,,,,,110000,,,230000,,,320000,,120000,,,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,502.114,12.24,,,,,,,,,,,,,,,,,120000,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,119.061,12.24,,,,,,,,,,,,140000,,210000,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,424.069,12.24,,,,,,,,,,,,,,,,,99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,187.087,11.39,,,,,,,,,,,130000,220000,,120000,,,270000,240000,,300000,230000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,224.129,12.26,,,,,,,,,,,590000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,177.055,12.62,260000,470000,380000,,710000,330000,380000,,490000,380000,1100000,1100000,210000,2000000,980000,510000,1700000,830000,1200000,1900000,1200000,2500000,140000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,468.124,12.28,,,,,,,,,,,280000,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,235.054,12.28,,,,,,,,,,,530000,170000,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,818.173,12.28,,,,,,,,,,,210000,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,442.081,12.28,,,,,,,,,,,,,,110000,,,160000,,,170000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,282.025,12.3,,,,,,,,,,,,,210000,280000,,,,,200000,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,257.128,12.3,,,,,,,,,,,,,,110000,,,220000,,,250000,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,167.071,12.3,,,,,160000,130000,,,,,170000,110000,,,,,210000,,,,110000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,252.086,12.31,,,140000,,1100000,570000,490000,,470000,510000,1400000,600000,200000,960000,410000,160000,3200000,1100000,1200000,1200000,1100000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,352.161,12.32,,,,,,130000,93000,,,,,,,,,,160000,130000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,282.026,12.32,,,,,,,,,,,1000000,480000,,,120000,,530000,140000,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,369.113,12.32,,,660000,330000,,,1200000,,,1800000,25000000,11000000,,,10000000,3000000,15000000,6400000,,,,210000,,630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,194.081,11.91,,,,,,,,,330000,,150000,240000,,170000,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,423.027,12.33,,,,,,,,,,,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,498.169,12.34,,,,,,,,,,,470000,120000,,,,,230000,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,291.097,12.34,,,,,,,,,,310000,,,,1900000,,,,,220000,,660000,1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,466.094,12.34,,,,,,,,,,170000,1100000,640000,,720000,,250000,,,670000,630000,540000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,162.055,12.34,,530000,460000,,550000,430000,,,160000,120000,1500000,880000,440000,900000,580000,210000,390000,170000,280000,320000,350000,520000,410000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,817.176,12.34,,,,,,,,,,,520000,160000,100000,,170000,,310000,,,110000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,368.104,12.34,,,,,,,,,,,430000,160000,120000,180000,160000,,230000,,120000,,100000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,367.097,12.34,,,,,,,,,,,760000,,210000,530000,340000,,520000,,210000,,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,302.06,12.35,,,,,,,,,,,200000,210000,120000,450000,390000,,620000,280000,320000,240000,,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,209.055,12.36,,,,,,,,,,,1400000,560000,420000,800000,540000,160000,850000,340000,460000,410000,350000,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,296.162,13.16,,490000,430000,,,,,,,,6400000,250000,540000,260000,520000,150000,330000,,210000,270000,,210000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,187.033,12.36,,,,,,,,,,,,,,,,,,,130000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,449.07,12.36,,,,,,,,,,,1300000,550000,380000,690000,550000,,790000,320000,450000,,360000,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,371.107,12.36,,,,,,,,,,,1100000,450000,330000,580000,400000,,620000,260000,370000,290000,270000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,391.093,12.36,,,,,,,,,,130000,1100000,620000,500000,860000,590000,270000,860000,450000,510000,460000,390000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,189.048,12.36,,,,,,,,,,,570000,270000,,370000,290000,99000,380000,190000,250000,230000,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,369.111,12.37,,,,,860000,1000000,,,730000,,,,7400000,14000000,,,,,8600000,7800000,6600000,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,259.123,12.37,,,,,,320000,310000,,,570000,5200000,2400000,2100000,3100000,2300000,900000,3200000,1600000,2100000,1900000,1800000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,155.061,13,420000,1700000,1200000,350000,2000000,2400000,1200000,310000,1000000,940000,4200000,1800000,800000,1700000,920000,620000,1300000,810000,950000,950000,720000,1100000,,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,91.055,12.38,,,,,130000,,,,190000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,257.187,12.38,,,,,,,,,,,360000,120000,,,230000,,,,97000,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,422.023,12.38,,160000,,140000,230000,540000,400000,,210000,750000,2300000,1700000,1800000,1500000,1600000,740000,1600000,1500000,1900000,2000000,1800000,1300000,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,428.208,12.47,,,,,,,,,,,260000,230000,,,,,720000,280000,920000,,,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,157.076,12.38,,,,,,,,,,,1400000,620000,300000,770000,560000,,840000,320000,450000,370000,,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,351.101,12.04,,,,,,,,,,,250000,310000,380000,360000,240000,140000,1200000,190000,660000,490000,170000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,328.133,12.38,,,,,,,,,,,180000,,,,180000,,200000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,265.065,12.39,,,,,,,,,,,1100000,580000,420000,590000,700000,,1200000,540000,1100000,1000000,590000,790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,370.114,12.39,,,,,,,220000,,,,4600000,2100000,,,1900000,570000,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,283.075,12.39,,,,,,,,,,,410000,220000,210000,230000,290000,,500000,260000,570000,550000,340000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,350.092,12.39,,,,,,,,,,190000,580000,540000,720000,,,,,540000,,630000,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,328.132,12.4,,,,,,,,,,,,,130000,,,,,,340000,370000,200000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,353.116,12.4,,,,,,,,,,,,,490000,,570000,,,270000,540000,450000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,294.145,12.41,,,,,,,,,,,,230000,,260000,,,190000,,,250000,170000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,508.83,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,196.097,12.43,,,,,,,,,,,470000,,,190000,140000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,502.986,12.44,,,,,,,,,,,270000,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,164.071,12.81,,,,,,,,,160000,170000,840000,420000,280000,370000,350000,110000,450000,220000,350000,400000,210000,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,132.045,11.94,,,,,,,,,,,300000,220000,,140000,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,546.015,12.45,,,,,,,,,,,,220000,,,,,,,,250000,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,109.102,12.45,,,,,,,,,,,,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,253.09,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,420.027,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,512.115,12.46,,,,,,,,,,,,,,,,,,,,77000,,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,174.038,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,206.082,12.45,,,,,130000,,,,,,300000,220000,,170000,,,550000,140000,,150000,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,239.122,12.48,,,,,,,,,,,,240000,130000,120000,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,289.156,12.5,,,,,,,,,,,190000,100000,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,188.041,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,253.191,12.51,,,,,,,,,,,,,,,180000,,110000,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,184.068,12.52,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,277.155,12.13,,,,,,,,,,,170000,260000,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,208.097,12.53,,,,,,,,,,,99000,150000,,,150000,,,,,,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,217.061,12.38,,,,,,,,,,,370000,220000,,140000,260000,,290000,150000,300000,350000,160000,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,131.068,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,496.166,12.54,,,,,220000,200000,69000,,200000,,,,,,,,,,,,,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,286.238,12.54,,,,,,,,,,,,,,,,,120000,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,223.989,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,531.109,12.55,,,,,,,,,,,,,,,,,,,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,325.086,12.56,,,,,,,,,,,,,,,,,,,180000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,209.129,12.56,,,,,,,,,,,200000,460000,,200000,,,210000,,160000,790000,540000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,369.119,12.59,,,940000,,,,,,,,2400000,1700000,,,,,,1800000,,,,170000,,830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,227.079,12.61,,170000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,250.156,12.61,,120000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,476.309,12.61,,,120000,,,,,,,,,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,385.07,12.62,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,540.192,12.57,,,,,,,,,,,,,,,,,,,140000,170000,260000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,236.168,12.62,,,,,,800000,,,,,2000000,,,,,1200000,780000,,1600000,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,211.096,12.63,,,,,,,110000,,93000,120000,,,,,,,,,,,160000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,191.064,12.44,,,,,,,,,,,250000,,99000,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,135.117,12.63,,280000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,404.154,12.63,,,,,,310000,,,260000,,,,,,,,,,200000,,,600000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,193.086,12.4,,160000,140000,,330000,220000,250000,,210000,280000,,98000,,160000,,,430000,380000,270000,340000,940000,770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,404.156,12.63,130000,210000,190000,,330000,,320000,80000,,420000,,,,,,,250000,170000,,370000,540000,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,205.098,12.64,170000,1600000,2000000,280000,470000,1300000,540000,160000,570000,230000,1300000,490000,,400000,130000,280000,390000,500000,820000,1000000,290000,430000,,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,204.09,12.64,,,360000,,,,,,,,170000,,,,,,,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
